TEI,TEO,TCI,TCO,kW,TEA,TCA,TRE,TRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,PO_net,label,fault_name,fault_short,is_fault
54.01,44.98,85.29,95.07,80.18,5.1,5.0,39.8,100.0,9.2,42.9,3.1,123.7,24.0,116.4,107.1,3,Reduced cond. water flow,FWC,1
54.01,44.98,85.29,95.07,80.21,4.8,4.7,40.0,99.7,9.0,42.7,2.7,123.7,24.3,116.7,110.3,3,Reduced cond. water flow,FWC,1
54.05,45.02,85.29,95.07,80.14,4.9,4.9,40.0,99.7,9.2,42.7,2.7,124.0,24.0,116.4,106.3,3,Reduced cond. water flow,FWC,1
54.01,44.98,85.29,95.07,79.36,4.5,5.2,40.3,99.7,8.9,42.7,2.6,124.0,24.3,116.7,104.5,3,Reduced cond. water flow,FWC,1
54.05,44.98,85.33,95.07,76.81,4.5,5.6,40.6,100.9,10.1,42.9,2.5,124.0,23.1,116.4,102.4,3,Reduced cond. water flow,FWC,1
54.01,45.02,85.94,95.19,71.2,5.3,3.6,39.8,100.4,9.9,43.0,3.5,124.2,23.8,116.7,106.1,3,Reduced cond. water flow,FWC,1
53.8,45.11,86.6,95.6,69.19,5.6,3.6,39.5,100.0,9.2,43.0,3.8,124.5,24.2,116.4,108.1,3,Reduced cond. water flow,FWC,1
53.39,45.11,87.13,95.81,70.0,5.3,3.8,39.5,100.2,9.7,43.0,3.5,124.7,24.5,116.4,107.9,3,Reduced cond. water flow,FWC,1
52.9,45.07,87.58,95.97,70.86,5.1,3.8,39.5,100.4,8.8,42.9,3.4,125.2,24.8,116.7,109.6,3,Reduced cond. water flow,FWC,1
52.53,44.98,87.91,96.18,71.05,4.8,4.0,39.8,100.4,8.3,43.0,3.2,125.7,25.8,116.4,107.9,3,Reduced cond. water flow,FWC,1
52.25,44.9,88.07,96.26,71.01,4.4,3.8,39.8,100.2,8.1,42.7,2.9,126.3,25.8,116.7,108.1,3,Reduced cond. water flow,FWC,1
52.0,44.78,88.24,96.3,71.01,4.1,4.2,40.0,100.4,7.9,42.9,2.9,126.8,26.4,116.4,101.1,3,Reduced cond. water flow,FWC,1
51.75,44.66,88.36,96.38,70.95,4.3,4.0,39.8,100.4,8.1,42.9,3.1,127.1,26.4,116.4,109.9,3,Reduced cond. water flow,FWC,1
51.59,44.49,88.44,96.42,70.51,3.8,3.8,40.1,100.4,7.8,42.7,2.6,127.4,27.0,116.7,108.3,3,Reduced cond. water flow,FWC,1
51.43,44.41,88.52,96.46,70.1,3.7,4.0,40.1,100.2,7.8,42.7,2.4,127.7,27.5,116.7,103.8,3,Reduced cond. water flow,FWC,1
51.22,44.29,88.56,96.46,69.54,3.5,4.0,40.3,100.2,7.2,42.5,2.5,128.2,27.7,116.7,106.6,3,Reduced cond. water flow,FWC,1
51.1,44.16,88.6,96.5,68.23,3.2,3.8,40.3,100.0,7.4,42.7,2.4,128.2,28.2,116.7,107.6,3,Reduced cond. water flow,FWC,1
50.94,44.08,88.65,96.46,67.34,3.1,3.4,40.3,99.5,7.0,42.5,2.2,128.2,28.4,116.7,127.8,3,Reduced cond. water flow,FWC,1
50.77,43.96,88.6,96.42,65.62,3.2,3.3,40.3,99.0,7.0,42.5,2.4,128.2,29.0,116.4,109.3,3,Reduced cond. water flow,FWC,1
50.65,43.88,88.6,96.3,62.07,2.8,2.5,40.8,98.0,5.9,42.7,1.9,128.5,30.5,116.9,108.3,3,Reduced cond. water flow,FWC,1
50.53,43.84,88.56,96.1,59.92,3.1,1.9,40.8,96.7,5.4,42.9,2.1,128.7,31.8,116.9,102.4,3,Reduced cond. water flow,FWC,1
50.44,43.96,88.48,95.77,55.3,3.9,2.3,40.4,96.0,4.3,43.0,2.7,129.0,32.7,116.7,105.7,3,Reduced cond. water flow,FWC,1
50.36,44.12,88.36,95.44,50.55,4.8,2.0,40.0,94.5,2.8,43.2,3.0,129.3,34.8,116.9,105.1,3,Reduced cond. water flow,FWC,1
50.36,44.33,88.07,94.83,50.95,6.1,2.1,39.5,94.0,2.7,43.4,3.9,129.8,35.8,116.9,107.6,3,Reduced cond. water flow,FWC,1
50.36,44.7,87.79,94.13,51.54,6.5,2.5,39.8,93.7,2.5,43.9,3.9,130.7,37.0,116.9,107.0,3,Reduced cond. water flow,FWC,1
50.44,45.15,87.42,93.6,55.22,6.5,2.7,39.8,93.7,3.0,44.3,4.5,131.2,37.5,116.9,107.9,3,Reduced cond. water flow,FWC,1
50.61,45.52,86.93,93.02,55.68,6.4,3.5,40.0,94.0,3.8,44.4,4.4,131.7,37.7,116.9,103.8,3,Reduced cond. water flow,FWC,1
50.89,45.76,86.39,92.57,57.14,6.4,3.3,40.0,94.0,4.4,44.4,4.4,132.3,38.3,116.7,106.3,3,Reduced cond. water flow,FWC,1
51.18,45.97,86.11,92.25,59.16,6.3,4.0,40.0,94.8,5.9,44.6,4.6,132.3,37.8,116.7,107.9,3,Reduced cond. water flow,FWC,1
51.39,46.05,85.78,92.0,59.99,5.8,3.8,40.3,95.0,6.3,44.4,4.1,132.6,37.3,117.1,106.6,3,Reduced cond. water flow,FWC,1
51.51,46.05,85.66,91.92,60.71,5.3,3.6,40.6,95.3,7.0,44.3,3.7,132.0,36.7,116.7,107.0,3,Reduced cond. water flow,FWC,1
51.59,46.01,85.62,92.0,61.18,4.8,3.7,40.8,96.0,7.5,44.3,3.5,132.0,36.3,117.1,108.3,3,Reduced cond. water flow,FWC,1
51.67,45.93,85.66,92.12,61.1,4.8,3.7,40.8,96.0,7.7,43.9,3.3,131.7,35.5,116.9,106.5,3,Reduced cond. water flow,FWC,1
51.67,45.84,85.74,92.29,60.73,4.8,3.7,40.6,96.2,7.7,43.9,3.3,130.9,35.0,116.9,107.2,3,Reduced cond. water flow,FWC,1
51.59,45.72,85.82,92.45,60.54,4.5,3.6,40.8,96.2,7.7,43.9,3.1,130.9,34.5,116.7,107.5,3,Reduced cond. water flow,FWC,1
51.47,45.6,85.9,92.57,60.34,4.5,3.5,40.4,96.0,7.3,43.9,3.5,130.4,34.7,116.9,105.2,3,Reduced cond. water flow,FWC,1
51.43,45.52,85.94,92.66,60.51,4.5,3.5,40.4,96.0,7.1,43.8,3.2,130.4,34.1,117.1,107.1,3,Reduced cond. water flow,FWC,1
51.34,45.39,85.94,92.7,60.38,4.3,3.5,40.6,96.0,7.3,43.8,3.4,130.1,33.8,117.1,105.5,3,Reduced cond. water flow,FWC,1
51.3,45.31,85.9,92.7,60.14,4.4,3.2,40.4,95.7,7.0,43.6,3.4,129.8,33.9,116.9,108.0,3,Reduced cond. water flow,FWC,1
51.22,45.19,85.9,92.66,60.16,4.5,3.4,40.4,95.7,7.0,43.6,3.0,129.3,33.9,117.1,107.3,3,Reduced cond. water flow,FWC,1
51.14,45.15,85.9,92.61,60.32,4.5,3.4,40.3,95.5,6.4,43.6,3.0,129.3,34.0,116.9,108.3,3,Reduced cond. water flow,FWC,1
51.06,45.15,85.86,92.66,60.32,4.5,3.4,40.4,95.7,6.8,43.4,3.3,129.3,33.6,117.1,104.1,3,Reduced cond. water flow,FWC,1
50.98,45.07,85.78,92.57,60.07,4.4,3.6,40.4,95.7,7.0,43.6,3.3,129.0,33.3,117.1,108.0,3,Reduced cond. water flow,FWC,1
50.94,44.98,85.78,92.57,60.38,4.5,3.6,40.3,95.7,7.0,43.6,3.3,128.7,33.6,117.1,106.0,3,Reduced cond. water flow,FWC,1
50.94,44.98,85.82,92.57,60.31,4.5,3.2,40.3,95.7,6.8,43.4,3.3,129.0,33.3,117.1,108.3,3,Reduced cond. water flow,FWC,1
50.85,44.94,85.86,92.57,60.16,4.5,3.7,40.3,96.0,7.0,43.6,3.3,128.7,33.0,117.1,108.0,3,Reduced cond. water flow,FWC,1
50.81,44.9,85.82,92.53,60.43,4.3,3.4,40.3,95.7,7.3,43.4,3.1,128.5,32.7,116.9,106.6,3,Reduced cond. water flow,FWC,1
50.81,44.86,85.78,92.53,58.62,4.2,3.4,40.4,95.3,6.4,43.4,3.0,128.7,33.4,117.1,104.7,3,Reduced cond. water flow,FWC,1
50.77,44.86,85.78,92.49,58.96,4.2,2.9,40.6,95.0,6.1,43.4,3.0,128.5,33.7,116.9,108.0,3,Reduced cond. water flow,FWC,1
50.77,44.86,85.74,92.45,57.59,4.0,2.9,40.8,94.8,6.1,43.6,2.8,128.5,33.9,116.9,107.3,3,Reduced cond. water flow,FWC,1
50.73,44.9,85.74,92.41,57.47,4.3,2.9,40.6,94.5,5.8,43.6,3.0,128.5,34.0,116.9,105.5,3,Reduced cond. water flow,FWC,1
50.73,44.94,85.74,92.29,57.2,4.5,3.2,40.6,94.8,6.0,43.8,3.4,128.5,33.9,117.1,106.0,3,Reduced cond. water flow,FWC,1
50.69,44.94,85.7,92.16,57.05,4.7,2.7,40.4,94.3,6.0,43.6,3.3,128.5,34.2,117.1,105.7,3,Reduced cond. water flow,FWC,1
50.69,44.98,85.62,92.08,56.86,5.0,3.1,40.1,94.3,6.1,43.8,3.7,128.7,34.4,117.1,108.1,3,Reduced cond. water flow,FWC,1
50.73,45.11,85.57,91.92,56.62,5.2,2.9,40.1,94.3,6.1,43.8,3.8,128.7,34.7,117.4,107.1,3,Reduced cond. water flow,FWC,1
50.77,45.15,85.53,91.88,56.79,5.2,3.3,40.1,94.3,5.8,43.8,3.8,129.0,35.0,116.9,107.3,3,Reduced cond. water flow,FWC,1
50.81,45.23,85.49,91.8,57.2,5.3,3.1,40.1,94.3,6.3,43.9,3.8,129.3,34.7,116.9,106.6,3,Reduced cond. water flow,FWC,1
50.89,45.31,85.45,91.71,57.29,5.3,3.1,40.3,94.3,6.3,44.1,3.8,129.3,35.0,117.1,105.0,3,Reduced cond. water flow,FWC,1
50.94,45.39,85.41,91.63,57.35,5.5,3.3,40.1,94.3,6.5,43.9,3.6,129.6,35.3,117.1,105.8,3,Reduced cond. water flow,FWC,1
51.06,45.52,85.37,91.63,57.64,5.2,3.4,40.4,94.8,6.5,44.1,3.8,129.6,35.1,117.1,106.8,3,Reduced cond. water flow,FWC,1
51.1,45.56,85.37,91.63,57.54,5.0,3.1,40.6,94.5,6.5,44.1,3.5,129.8,35.1,117.4,106.0,3,Reduced cond. water flow,FWC,1
51.18,45.6,85.41,91.59,57.61,5.3,3.1,40.3,94.5,6.7,44.1,3.7,129.6,35.1,117.1,106.5,3,Reduced cond. water flow,FWC,1
51.26,45.64,85.41,91.67,57.8,5.2,3.4,40.4,94.8,6.5,44.1,3.7,129.6,35.3,117.4,105.6,3,Reduced cond. water flow,FWC,1
51.3,45.68,85.37,91.67,57.87,5.0,3.4,40.6,95.0,7.0,44.3,3.3,129.6,34.8,117.4,105.6,3,Reduced cond. water flow,FWC,1
51.3,45.72,85.41,91.71,57.89,5.2,2.9,40.6,94.5,6.8,44.1,3.7,129.8,35.1,117.4,105.3,3,Reduced cond. water flow,FWC,1
51.34,45.68,85.41,91.67,57.95,5.4,2.8,40.4,94.5,7.0,44.3,3.7,129.6,35.0,117.1,107.1,3,Reduced cond. water flow,FWC,1
51.39,45.76,85.45,91.71,57.72,5.2,3.3,40.6,95.0,6.8,44.1,3.3,129.6,34.6,117.4,107.0,3,Reduced cond. water flow,FWC,1
51.39,45.76,85.49,91.75,57.85,5.4,3.1,40.4,94.8,7.0,44.3,3.9,129.8,34.8,117.4,106.6,3,Reduced cond. water flow,FWC,1
51.43,45.8,85.49,91.75,57.97,5.5,3.3,40.3,95.0,6.6,44.3,3.7,129.8,35.0,117.1,105.8,3,Reduced cond. water flow,FWC,1
51.43,45.8,85.53,91.8,57.82,5.2,3.1,40.6,94.8,6.6,44.3,3.5,129.6,35.0,117.1,106.2,3,Reduced cond. water flow,FWC,1
51.47,45.84,85.53,91.84,58.1,5.4,3.1,40.4,94.8,6.8,44.3,3.7,129.6,34.8,117.4,105.8,3,Reduced cond. water flow,FWC,1
51.51,45.84,85.53,91.88,58.09,5.5,3.4,40.4,95.3,6.8,44.3,3.9,129.8,34.8,117.4,103.5,3,Reduced cond. water flow,FWC,1
51.51,45.84,85.57,91.88,58.16,5.3,3.1,40.6,94.8,7.0,44.3,3.7,129.6,35.0,117.1,106.0,3,Reduced cond. water flow,FWC,1
51.59,45.88,85.62,91.92,58.12,5.5,3.1,40.4,94.8,6.6,44.4,4.0,129.8,35.0,117.4,106.3,3,Reduced cond. water flow,FWC,1
51.59,45.93,85.57,91.96,58.41,5.5,3.3,40.4,95.0,6.8,44.3,3.7,129.8,34.6,117.4,107.5,3,Reduced cond. water flow,FWC,1
51.63,45.93,85.57,91.96,58.09,5.5,3.1,40.4,95.0,6.8,44.4,3.8,129.8,34.8,117.4,106.3,3,Reduced cond. water flow,FWC,1
51.67,45.93,85.57,91.92,58.65,5.3,3.1,40.4,94.8,6.8,44.4,3.8,129.6,34.8,117.1,105.6,3,Reduced cond. water flow,FWC,1
51.67,45.97,85.62,91.92,58.28,5.8,3.1,40.1,94.8,6.8,44.3,3.9,129.6,35.0,117.1,105.1,3,Reduced cond. water flow,FWC,1
51.71,45.97,85.62,91.96,58.44,5.3,3.6,40.6,95.3,7.0,44.3,4.0,129.6,34.5,117.4,105.5,3,Reduced cond. water flow,FWC,1
51.71,45.97,85.62,92.0,58.64,5.7,3.1,40.6,95.0,6.8,44.4,4.0,129.6,34.6,117.1,105.6,3,Reduced cond. water flow,FWC,1
51.75,46.01,85.62,92.0,58.58,5.3,3.8,40.6,95.5,7.3,44.4,4.0,129.6,34.3,117.4,103.2,3,Reduced cond. water flow,FWC,1
51.71,46.01,85.62,91.96,58.47,5.1,3.3,40.8,95.0,7.1,44.4,4.0,129.8,34.5,117.4,106.0,3,Reduced cond. water flow,FWC,1
51.75,46.01,85.66,92.04,58.95,5.5,3.1,40.4,95.0,7.1,44.3,4.0,129.6,34.8,117.4,106.5,3,Reduced cond. water flow,FWC,1
51.8,46.01,85.66,92.04,58.87,5.5,3.4,40.4,95.3,7.3,44.4,4.1,129.8,34.5,117.4,104.1,3,Reduced cond. water flow,FWC,1
51.8,46.01,85.66,92.04,58.87,5.4,2.9,40.4,94.8,6.8,44.4,3.8,129.8,35.0,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.75,46.01,85.66,92.0,59.04,5.4,3.1,40.4,95.3,7.1,44.3,3.9,129.8,34.3,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.8,46.01,85.66,92.08,59.02,5.5,3.4,40.3,95.3,7.0,44.4,4.1,129.6,34.3,117.4,105.3,3,Reduced cond. water flow,FWC,1
51.75,45.97,85.66,92.12,59.01,5.4,3.1,40.4,95.0,6.7,44.3,3.9,129.8,34.8,117.4,107.0,3,Reduced cond. water flow,FWC,1
51.71,45.93,85.66,92.08,58.87,5.4,3.4,40.3,95.3,7.0,44.3,3.9,129.6,34.3,117.1,106.1,3,Reduced cond. water flow,FWC,1
51.63,45.88,85.62,92.08,58.98,5.5,3.4,40.3,95.3,6.8,44.1,3.8,129.6,34.3,117.4,106.3,3,Reduced cond. water flow,FWC,1
51.59,45.84,85.66,92.08,58.77,5.0,3.1,40.4,95.0,6.6,44.3,3.9,129.8,34.8,117.4,105.5,3,Reduced cond. water flow,FWC,1
51.55,45.84,85.66,92.12,58.91,5.2,3.3,40.4,95.0,6.8,44.3,3.7,129.3,34.6,117.4,107.1,3,Reduced cond. water flow,FWC,1
51.51,45.76,85.66,92.08,59.11,5.2,3.6,40.4,95.3,6.8,44.1,3.8,129.3,34.3,117.4,106.6,3,Reduced cond. water flow,FWC,1
51.47,45.68,85.62,92.08,58.9,5.2,3.3,40.4,95.0,7.0,44.1,3.8,129.6,34.3,117.1,107.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.97,5.0,3.1,40.4,95.0,6.7,44.1,3.5,129.3,34.3,117.4,106.1,3,Reduced cond. water flow,FWC,1
51.39,45.64,85.66,92.08,59.01,5.0,3.4,40.3,95.3,7.0,44.1,3.7,129.6,34.3,117.6,106.8,3,Reduced cond. water flow,FWC,1
51.34,45.6,85.66,92.08,58.89,4.7,3.6,40.6,95.3,7.2,43.9,3.6,129.6,34.1,117.4,106.0,3,Reduced cond. water flow,FWC,1
51.34,45.56,85.7,92.08,59.05,4.9,3.4,40.4,95.0,6.5,44.1,3.5,129.6,34.6,117.6,107.1,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.7,92.12,59.18,5.0,3.6,40.3,95.3,7.0,43.9,3.5,129.6,34.3,117.1,105.0,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.66,92.08,58.99,5.1,2.9,40.3,95.0,6.8,43.9,3.6,129.6,34.0,117.4,105.6,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.7,92.12,58.95,5.0,3.1,40.3,95.0,6.7,44.1,3.7,129.3,34.3,117.4,107.1,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.66,92.12,59.09,5.0,3.4,40.6,95.3,6.7,44.1,3.7,129.6,34.3,117.4,107.5,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.62,92.08,59.03,5.1,3.1,40.3,95.0,6.5,43.9,3.6,129.6,34.6,117.4,104.6,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.62,92.08,58.94,5.0,3.6,40.4,95.3,7.1,43.9,3.5,129.3,34.3,117.6,106.3,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.62,92.08,59.12,5.1,3.6,40.4,95.3,6.7,44.1,3.6,129.3,34.0,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.34,45.52,85.62,92.08,58.97,5.1,3.1,40.3,95.0,6.7,43.9,3.5,129.3,34.6,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.66,92.08,58.9,4.9,3.6,40.4,95.3,7.1,44.1,3.7,129.3,34.0,117.4,106.0,3,Reduced cond. water flow,FWC,1
51.3,45.52,85.62,92.04,59.02,5.0,3.8,40.4,95.0,7.0,43.9,3.7,129.3,34.0,117.6,107.0,3,Reduced cond. water flow,FWC,1
51.34,45.52,85.66,92.08,58.72,5.2,3.1,40.4,95.0,7.1,44.1,3.8,129.3,34.0,117.6,106.1,3,Reduced cond. water flow,FWC,1
51.34,45.52,85.66,92.08,58.79,5.3,3.1,40.3,95.0,7.1,44.1,3.5,129.3,34.0,117.4,106.5,3,Reduced cond. water flow,FWC,1
51.39,45.56,85.66,92.08,59.06,5.0,3.1,40.6,95.0,6.7,44.1,3.5,129.0,34.0,117.4,105.8,3,Reduced cond. water flow,FWC,1
51.34,45.6,85.66,92.12,58.98,5.1,2.9,40.3,94.8,6.7,43.9,3.5,129.3,34.2,117.6,106.5,3,Reduced cond. water flow,FWC,1
51.34,45.56,85.66,92.08,58.84,5.3,3.1,40.3,95.0,6.8,44.1,3.7,129.3,34.0,117.4,107.6,3,Reduced cond. water flow,FWC,1
51.39,45.56,85.62,92.04,59.1,5.0,3.4,40.3,95.0,6.8,44.1,3.5,129.3,34.3,117.4,104.8,3,Reduced cond. water flow,FWC,1
51.43,45.6,85.66,92.08,58.91,5.1,3.4,40.3,95.3,7.0,44.1,3.7,129.3,33.7,117.6,107.0,3,Reduced cond. water flow,FWC,1
51.39,45.6,85.7,92.08,59.01,5.3,3.3,40.3,95.0,6.8,44.1,3.7,129.3,34.3,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.39,45.6,85.66,92.04,59.08,5.2,3.3,40.4,95.0,6.7,44.1,3.5,129.3,34.3,117.6,106.6,3,Reduced cond. water flow,FWC,1
51.39,45.6,85.62,92.08,58.84,5.2,3.4,40.4,95.3,6.5,44.1,3.7,129.3,34.0,117.6,107.3,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.62,92.04,58.63,5.3,3.3,40.3,95.0,7.0,44.1,3.8,129.3,34.0,117.6,108.0,3,Reduced cond. water flow,FWC,1
51.39,45.6,85.57,92.04,59.06,5.1,3.1,40.3,95.3,7.1,43.9,3.6,129.0,34.0,117.6,106.5,3,Reduced cond. water flow,FWC,1
51.43,45.6,85.66,92.08,58.84,5.2,3.2,40.3,95.3,7.0,43.9,3.5,129.3,34.0,117.6,106.3,3,Reduced cond. water flow,FWC,1
51.43,45.6,85.66,92.08,58.8,5.0,3.4,40.6,95.3,7.0,44.1,3.7,129.3,33.7,117.4,107.3,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.66,92.08,58.9,5.0,3.4,40.4,95.3,7.1,44.1,3.7,129.3,33.7,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.39,45.64,85.66,92.08,58.79,5.2,3.4,40.4,95.3,6.7,44.1,3.7,129.3,33.7,117.4,107.1,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.7,92.08,58.82,5.2,3.4,40.4,95.3,6.7,44.1,3.8,129.3,33.7,117.4,107.6,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.7,92.12,59.0,5.2,3.6,40.4,95.3,7.1,44.1,3.7,129.0,33.7,117.4,106.8,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.66,92.08,58.96,5.1,3.1,40.4,95.0,6.8,44.1,3.8,129.3,34.3,117.4,105.0,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.7,92.12,58.79,5.0,2.9,40.4,95.0,6.8,44.1,3.7,129.6,34.6,117.6,105.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,58.98,5.2,3.3,40.4,95.0,6.7,43.9,3.6,129.3,34.3,117.6,107.3,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.12,58.81,5.0,2.9,40.4,95.0,7.0,44.1,3.7,129.3,34.6,117.6,107.1,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,58.99,5.0,3.1,40.4,95.0,6.7,44.1,3.7,129.6,34.3,117.6,107.5,3,Reduced cond. water flow,FWC,1
51.43,45.64,85.7,92.08,59.11,5.2,3.6,40.4,95.5,6.7,44.1,3.7,129.3,34.6,117.4,106.6,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,58.62,5.3,3.2,40.4,95.3,7.0,44.3,3.8,129.3,34.0,117.6,107.5,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.12,58.79,5.2,3.4,40.4,95.3,6.7,44.1,3.7,129.3,34.0,117.6,105.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.12,59.06,5.5,2.9,40.3,95.0,7.0,44.1,3.7,129.6,34.3,117.6,105.6,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.12,58.85,5.3,3.3,40.3,95.0,6.7,44.1,3.8,129.6,34.0,117.6,105.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.83,5.2,3.4,40.4,95.3,6.8,44.1,3.8,129.6,34.3,117.4,106.6,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.93,5.3,3.8,40.3,95.7,6.7,44.1,3.8,129.3,34.6,117.6,105.7,3,Reduced cond. water flow,FWC,1
51.47,45.68,85.66,92.08,58.92,5.1,3.1,40.3,95.3,7.0,44.1,3.8,129.3,34.0,117.6,105.7,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,58.94,5.0,3.1,40.6,95.0,7.1,44.1,3.7,129.6,34.6,117.6,107.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.12,58.84,5.2,3.2,40.4,95.3,7.1,44.3,4.0,129.3,34.0,117.6,107.8,3,Reduced cond. water flow,FWC,1
51.47,45.68,85.74,92.12,58.74,5.2,3.2,40.4,95.3,7.0,44.3,3.9,129.3,34.0,117.6,107.3,3,Reduced cond. water flow,FWC,1
51.43,45.72,85.74,92.12,58.85,5.3,3.4,40.3,95.3,6.5,44.1,3.8,129.3,34.0,117.4,106.5,3,Reduced cond. water flow,FWC,1
51.47,45.72,85.74,92.16,59.01,5.3,3.1,40.3,95.0,6.7,44.1,3.8,129.3,34.3,117.6,107.7,3,Reduced cond. water flow,FWC,1
51.43,45.72,85.7,92.12,58.96,5.0,3.4,40.6,95.5,7.2,44.1,3.5,129.6,34.1,117.4,106.0,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.78,5.1,3.3,40.3,95.0,7.0,44.1,3.8,129.3,34.3,117.4,107.3,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.88,5.1,3.1,40.3,95.0,6.8,44.1,3.7,129.6,34.3,117.6,106.3,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.97,5.0,3.6,40.6,95.3,7.0,44.1,3.8,129.6,34.0,117.6,107.1,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.85,5.3,3.4,40.4,95.3,7.0,44.3,4.0,129.3,34.0,117.6,106.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.62,92.08,59.22,5.2,3.1,40.4,95.0,7.3,44.1,3.7,129.3,34.6,117.6,106.3,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,59.02,5.2,3.4,40.4,95.3,6.7,44.1,3.5,129.6,34.0,117.6,105.5,3,Reduced cond. water flow,FWC,1
51.47,45.68,85.7,92.08,59.08,5.2,3.1,40.6,95.0,7.2,44.1,3.7,129.6,34.3,117.6,107.5,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,59.2,5.2,3.4,40.4,95.3,7.2,44.1,3.7,129.6,34.3,117.6,107.0,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.12,59.01,5.1,3.2,40.3,95.3,6.8,44.1,3.7,129.6,34.3,117.6,106.0,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.16,59.09,5.0,3.2,40.4,95.3,6.8,44.1,3.5,129.6,34.0,117.6,106.5,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.16,59.05,5.0,2.9,40.4,95.0,6.5,44.1,3.8,129.6,34.3,117.6,106.5,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.16,59.09,5.0,2.9,40.4,95.0,6.8,44.1,3.7,129.6,34.0,117.6,107.3,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.16,59.01,5.0,3.4,40.4,95.3,7.0,44.1,3.7,129.3,34.3,117.6,106.6,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.16,59.08,5.0,3.1,40.4,95.0,7.0,44.1,3.5,129.3,34.6,117.4,105.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.16,58.89,5.2,3.4,40.4,95.3,6.5,44.1,3.7,129.3,34.3,117.6,106.1,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.74,92.16,58.92,5.2,3.1,40.4,94.8,6.3,44.1,3.7,129.3,34.8,117.6,108.1,3,Reduced cond. water flow,FWC,1
51.47,45.68,85.7,92.12,59.1,5.3,3.4,40.3,95.3,6.7,44.1,3.7,129.6,34.3,117.8,105.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.94,5.3,3.4,40.3,95.3,6.5,44.1,3.7,129.3,34.6,117.6,105.2,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.12,58.89,5.2,3.1,40.4,95.0,6.7,44.1,3.7,129.3,34.6,117.8,107.8,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.66,92.08,58.95,5.1,3.1,40.3,95.0,6.7,43.9,3.6,129.3,34.6,117.8,106.6,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,59.01,5.2,3.4,40.4,95.3,7.0,44.1,3.5,129.6,34.3,117.6,107.1,3,Reduced cond. water flow,FWC,1
51.43,45.68,85.7,92.12,58.87,5.2,3.2,40.4,95.0,6.7,44.1,3.7,129.6,34.3,117.6,106.3,3,Reduced cond. water flow,FWC,1
